Time difference
9
9
29
13
37
38
44
15
39
47
20
42
37
14
16
46
43
10
13
36
6
9
46
7
4
41
11
40
37
15
36
37
10
47
47
48
26
13
45
44
46
38
9
35
34
5
47
26
24
15
8
22
12
13
8
24
41
43
42
28
19
45
10
28
41
37
32
39
48
13
15
5
3
32
13
41
28
34
43
38
40
17
37
42
16
38
9
41
38
35
49
34
38
39
7
8
11
7
33
36
10
14
8
49
46
25
13
25
38
17
47
40
22
22
11
34
48
24
49
40
10
40
43
46
41
38
45
42
45
20
45
14
48
24
26
27
15
45
50
4
37
15
10
25
19
11
9
17
36
14
38
6
45
17
48
47
48
39
15
9
47
33
25
34
39
32
24
39
45
41
15
40
24
45
35
50
45
25
49
3
30
15
8
34
19
51
22
3
34
47
41
38
24
46
10
16
47
41
33
13
25
10
5
27
15
5
45
39
13
19
41
32
24
44
3
14
48
11
9
47
33
41
18
48
20
20
34
35
11
37
45
24
34
25
22
52
22
0
11
14
27
18
13
30
17
17
22
45
52
44
12
10
11
44
49
42
37
8
41
41
19
46
19
37
19
40
25
13
24
22
13
12
12
48
29
42
34
51
13
42
35
47
44
42
48
49
29
35
37
25
47
41
48
9
41
24
42
36
47
19
18
19
40
10
5
35
15
44
13
38
40
12
43
47
11
37
3
10
32
42
37
10
50
14
39
5
6
8
20
40
32
33
43
42
33
34
13
15
39
47
38
40
39
49
28
13
35
12
28
3
32
19
14
50
14
41
40
52
38
47
42
25
46
10
38
35
38
38
24
15
10
1
44
42
8
37
19
50
36
10
30
15
39
28
19
19
47
4
20
7
38
24
10
12
9
9
40
11
10
45
