Time difference
449
292
4402
2210
4857
1449
3594
2144
409
5555
312
1836
306
439
301
339
3266
3389
257
1350
321
3888
3407
283
5595
2421
4815
3474
344
5308
334
3536
3939
2214
2872
4815
1451
292
1350
491
310
4716
2453
218
3588
342
2872
3407
5555
2893
1989
1053
1974
312
344
3504
326
2494
1769
3536
292
2872
321
3939
292
283
342
309
288
308
321
288
322
491
4429
308
3594
5661
5884
340
2210
2544
458
2210
3588
1989
342
3272
5743
292
1451
3888
2439
2144
2421
306
5743
2991
4402
409
2383
204
306
275
5661
3504
283
5308
232
3939
439
5884
330
9824
9775
304
3474
5308
3291
412
5884
275
275
3291
1989
9824
412
2494
449
299
3266
3291
301
330
306
310
292
334
5450
1451
3389
330
342
344
3272
3407
449
3465
3266
306
229
309
5595
306
326
3291
288
3504
4716
339
309
2991
290
458
4857
3389
491
1861
290
9775
1449
2439
409
334
312
322
2544
2124
2439
322
2893
5743
309
3588
304
2124
309
324
340
1974
2144
1053
439
1769
2383
3888
2214
309
1053
2383
309
5661
2124
3536
301
1974
302
340
9824
2893
412
4429
2453
299
3291
1769
310
334
3465
326
3291
1861
292
339
309
2544
324
342
342
339
1836
290
449
5450
1861
3594
2421
4857
308
2214
299
304
1350
302
4716
5450
1836
491
1449
3474
5595
309
340
9775
342
302
458
309
4402
324
4429
3465
3272
5555
4815
2494
2453
2991
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
