Time difference
4
136
47
52
63
53
21
30
60
98
56
71
120
126
60
19
118
50
73
26
59
48
19
139
61
131
49
68
53
26
14
48
74
118
19
43
61
41
61
70
23
34
90
12
35
41
13
48
63
16
83
71
108
18
64
68
122
116
15
13
131
56
50
21
60
54
62
128
116
63
72
47
91
132
50
67
46
32
73
14
60
75
74
37
102
13
11
116
139
143
60
53
100
18
60
12
56
51
19
59
54
11
48
2
9
123
52
40
8
72
14
52
11
68
33
139
75
28
33
36
23
59
23
108
55
108
51
89
108
28
128
89
13
73
68
69
71
118
12
28
83
59
144
68
69
63
99
139
19
10
98
59
113
108
29
55
84
70
56
17
21
126
62
58
116
68
102
34
27
104
61
71
67
30
43
40
122
60
34
55
14
4
128
126
69
64
10
132
62
11
87
100
21
73
58
60
49
98
70
53
36
60
68
70
67
71
35
61
62
62
58
15
71
92
89
47
69
71
83
84
19
142
100
4
102
91
17
34
131
122
40
24
139
63
70
58
118
91
128
104
13
59
63
108
54
43
131
14
74
62
60
131
71
62
47
6
52
132
77
57
68
60
145
63
12
92
52
70
65
25
59
132
134
22
49
52
105
64
58
71
13
90
21
28
11
14
66
59
97
13
36
92
75
53
123
19
65
20
65
104
11
13
63
11
72
122
51
75
11
2
131
60
27
12
6
11
68
2
67
67
64
116
14
70
53
63
84
67
58
63
12
19
30
122
122
67
71
49
63
21
71
132
23
13
68
63
110
65
87
10
106
73
98
92
55
36
63
16
11
4
23
132
97
16
132
49
126
66
58
71
100
108
58
10
113
104
43
85
131
51
68
9
113
17
105
60
17
31
16
128
56
110
52
71
68
18
102
11
104
102
