Time difference
61
65
62
48
61
40
48
35
50
48
46
62
49
46
62
47
49
70
50
67
61
69
40
69
67
61
53
49
48
39
39
52
50
67
64
67
63
47
63
47
46
47
51
63
61
66
47
50
38
75
51
52
49
51
50
75
62
51
49
50
45
67
62
48
46
63
49
63
50
66
65
65
38
51
67
41
65
51
51
52
69
48
46
53
66
39
52
40
67
67
49
47
52
71
48
49
47
47
69
51
67
50
61
67
47
47
73
52
52
47
62
65
61
49
65
67
69
70
69
50
62
61
66
67
65
64
66
61
48
66
52
48
51
42
47
40
66
63
47
62
63
70
50
47
66
63
71
43
67
67
68
50
67
47
51
61
69
47
52
51
69
63
70
51
49
67
67
48
63
47
48
43
61
51
35
67
63
61
41
51
46
64
61
56
52
69
45
51
61
46
51
63
71
69
52
50
47
64
63
39
63
51
62
44
63
44
48
67
48
43
43
67
63
39
52
51
62
44
68
56
56
52
61
71
65
63
63
61
61
70
67
44
50
46
45
73
39
64
51
47
49
75
66
52
63
63
61
42
44
47
46
63
49
45
63
40
67
63
61
47
71
50
70
51
43
46
65
51
43
38
44
62
69
46
69
46
50
66
52
66
65
65
51
62
52
49
43
44
51
61
40
65
47
49
52
48
47
63
40
67
71
63
50
67
50
67
65
35
51
62
63
49
40
47
69
51
47
49
52
52
64
52
69
65
66
63
50
42
65
50
62
40
35
47
63
62
53
56
48
39
66
62
44
53
50
62
46
63
62
39
64
41
70
44
70
61
70
47
63
61
64
63
47
51
62
66
61
64
62
52
51
65
66
65
43
50
65
63
43
67
73
52
48
51
63
63
52
69
40
63
65
43
63
49
48
61
51
61
53
68
