Time difference
3
24
17
23
19
8
18
10
8
3
21
6
3
6
8
10
2
2
3
4
9
10
3
16
26
23
nan
16
6
8
3
5
4
23
8
13
24
21
19
13
3
20
27
7
14
7
12
2
21
2
7
20
8
3
8
2
8
21
4
5
5
8
19
20
4
3
3
3
21
4
10
6
24
2
2
13
16
19
27
3
3
7
6
26
10
8
8
24
4
20
2
2
3
24
4
23
4
5
23
23
2
19
3
14
16
4
4
17
10
5
9
18
4
6
4
3
4
16
4
6
6
20
36
3
17
4
7
20
8
24
7
21
4
20
7
3
3
6
10
21
15
26
2
17
3
21
13
6
19
2
2
20
12
16
13
9
27
3
26
5
24
26
18
21
5
3
13
3
8
21
4
8
7
20
18
7
2
3
36
9
20
20
3
nan
10
22
8
9
20
2
22
3
3
8
7
4
4
20
10
3
3
9
7
24
3
24
22
2
4
6
8
10
2
6
3
12
15
9
13
4
6
2
5
9
2
18
5
3
3
22
21
2
23
9
5
2
14
12
10
12
26
4
7
4
24
16
2
4
16
3
17
23
21
8
4
20
19
24
2
5
2
20
2
21
6
2
9
22
7
10
9
nan
14
10
11
10
6
2
8
19
20
4
3
18
3
2
21
5
6
4
4
19
14
19
2
2
21
2
20
2
10
6
13
6
2
16
3
3
2
20
13
12
2
10
13
4
8
13
25
26
26
3
9
36
3
20
7
6
20
20
3
3
26
15
21
14
8
19
3
2
23
4
22
13
2
3
2
10
11
21
20
25
14
10
22
6
7
22
4
12
24
20
12
23
7
4
22
8
18
10
23
20
25
11
18
11
22
22
5
9
10
22
5
19
1
0
6
16
12
20
6
4
22
0
22
9
15
17
12
21
