Time difference
962
236
242
235
637
234
2233
952
1413
234
232
2081
949
237
2094
962
234
233
244
1919
2102
1939
1666
1635
1777
481
232
233
1568
1637
646
1632
492
492
232
232
1735
234
237
335
329
794
1594
1590
1919
1106
242
240
646
234
2504
1754
1770
207
240
1631
1666
2102
647
962
1270
2498
649
1635
231
232
2484
9418
1413
232
2291
1588
9418
233
1640
2504
249
233
1268
232
244
1517
237
241
232
649
962
233
2094
232
241
8675
1095
1628
1631
244
1588
242
939
1417
1754
9418
1631
244
960
232
235
330
241
233
230
1250
637
232
481
242
232
2094
2503
241
1643
231
490
236
1640
231
2556
1631
241
237
952
232
2484
242
231
233
1666
2498
335
329
1606
1594
249
1780
232
241
1590
649
232
1588
2504
958
234
1424
1417
241
241
2484
335
1517
1635
490
230
330
231
1770
241
232
2102
794
232
1606
232
959
232
789
949
2503
1590
1631
233
789
231
233
1780
1095
958
244
232
233
1777
232
235
241
789
249
1632
1735
2233
232
960
1250
232
2556
1780
794
232
949
234
952
1103
232
232
236
232
490
232
8675
492
2233
234
232
1628
232
234
1517
1417
237
8675
1939
233
1640
242
1643
244
481
637
2503
232
1606
646
244
233
2081
1643
1568
1777
240
233
1632
2094
1095
1770
1735
232
1631
1590
233
1590
647
962
234
1637
2498
2291
231
2094
2556
234
1594
240
1270
2338
230
1106
232
939
232
1754
1628
1106
939
1939
240
231
2338
232
237
233
2094
232
231
1413
1103
244
240
959
1424
1919
237
2338
232
2081
2291
959
241
647
232
234
1637
1424
1103
234
231
232
958
1250
1268
960
962
232
330
329
241
233
1590
231
232
1270
1268

nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
nan
