Time difference
31
37
47
38
58
38
36
49
42
65
57
38
40
42
41
63
39
36
34
49
36
46
32
47
51
41
38
50
53
41
39
53
42
36
41
45
52
38
41
41
35
31
42
44
42
33
42
40
61
49
63
50
32
54
32
41
49
34
44
33
43
62
43
42
37
41
30
45
44
40
40
34
63
56
36
34
45
37
51
54
33
46
38
38
45
44
41
32
43
50
42
59
41
60
39
51
40
41
46
48
44
30
36
38
56
39
40
39
38
55
41
41
43
34
50
58
37
61
38
32
30
42
32
51
57
40
38
40
44
40
50
41
62
31
59
34
39
40
49
31
30
42
39
42
45
42
30
32
33
36
42
48
43
30
41
50
50
33
31
38
39
39
28
47
31
63
31
40
41
47
39
62
41
48
34
42
49
47
52
31
38
38
39
47
66
50
60
40
39
53
39
51
44
36
58
44
57
51
41
48
45
44
53
40
31
41
41
36
41
49
42
52
32
52
44
40
38
44
65
50
40
32
60
56
30
49
48
51
36
57
36
30
66
41
55
32
50
37
39
60
53
38
54
56
45
62
41
36
65
41
31
32
30
31
65
57
54
33
40
54
44
52
47
41
39
58
34
33
42
36
31
38
42
48
44
41
52
42
30
42
47
35
41
34
41
40
40
45
52
42
42
44
47
45
42
29
36
57
34
52
45
40
49
53
42
34
40
39
50
42
40
52
64
36
41
42
30
32
48
42
41
55
43
39
32
56
41
63
45
50
42
40
34
43
57
40
40
40
49
40
44
61
33
38
39
39
39
55
48
33
38
48
39
50
34
50
47
44
55
41
54
42
44
41
33
40
32
30
63
44
39
62
65
38
40
36
46
42
34
42
35
42
56
49
47
44
39
42
44
31
44
32
51
30
45
65
39
54
47
52
